creditamount,country,gender,age,salary,leave
601,France,Male,40,173245.68,0
708,France,Male,34,121457.88,1
708,Germany,Male,42,104804.74,0
797,Germany,Female,33,69767.14,0
682,France,Male,26,178373.43,0
694,Spain,Female,39,99924.04,0
490,France,Female,40,49594.19,1
828,Spain,Male,42,186071.14,0
594,Spain,Female,38,77511.45,0
579,Spain,Male,33,54816.57,0
723,France,Female,35,61290.99,0
619,Germany,Female,42,191821.35,1
794,Spain,Female,30,156768.45,0
674,Germany,Male,44,73731.32,0
418,France,Male,28,122190.22,0
502,France,Male,33,123509.01,0
678,France,Female,50,8199.5,0
599,Germany,Male,40,14113.11,0
736,France,Male,29,51705.01,0
430,France,Female,60,161937.62,1
537,France,Female,45,120892.96,1
683,Spain,Male,30,65035.02,0
828,France,Male,31,164257.37,0
691,France,Female,29,51987.99,0
608,Spain,Female,28,10899.63,1
691,France,Female,60,177355.8,1
718,Spain,Male,39,63889.1,0
680,Germany,Female,31,176433.6,0
838,Spain,Female,41,81313.51,0
695,Spain,Female,31,13998.88,0
681,France,Male,46,5771.56,0
762,France,Male,36,42693.65,0
751,Spain,Male,38,90839.61,0
678,Spain,Male,28,54144.01,0
634,France,Female,37,184312.88,0
749,France,Male,37,20306.79,0
590,Spain,Male,37,128256.18,0
610,France,Female,27,182720.07,0
502,France,Male,33,4082.52,0
578,France,Female,40,102233.73,0
547,France,Female,32,132002.83,0
579,France,Female,27,126838.7,0
661,France,Male,39,181461.46,0
794,France,Male,46,195325.74,0
719,France,Male,61,29132.43,0
728,France,Female,69,131804.86,0
598,Germany,Male,19,173784.04,0
822,Germany,Female,46,26249.86,0
670,Spain,Female,40,182650.15,0
850,France,Male,28,196582.55,0
723,Germany,Female,68,141977.54,1
705,Germany,Male,42,55313.51,0
677,Spain,Male,40,62944.75,0
736,France,Male,43,72375.03,0
661,Germany,Female,47,188324.01,1
501,Germany,Male,38,133403.07,0
516,France,Female,29,157378.5,0
517,Germany,Female,59,101240.08,1
766,France,Male,32,102502.5,0
520,Germany,Female,23,37577.66,0
541,France,Male,46,83456.67,0
790,Germany,Female,34,199420.41,0
797,France,Male,31,24748.89,0
811,France,Male,40,121765,0
722,Spain,Female,32,113666.48,0
675,France,Male,28,134110.93,0
660,Germany,Male,39,183095.87,0
566,Spain,Male,32,159891.03,0
768,France,Male,25,8316.19,0
610,Spain,Female,31,63736.36,0
715,France,Female,31,94715.24,0
750,Germany,Male,42,68695.38,0
431,Germany,Male,45,36899.62,0
704,France,Male,24,182775.08,0
535,Spain,Female,30,62390.59,1
614,France,Female,38,76042.48,0
748,France,Male,38,70956.75,0
492,Germany,Male,51,67311.12,0
573,France,Male,40,110454.46,0
706,Spain,Female,53,88479.02,1
680,France,Male,31,122639.73,0
458,Spain,Male,36,79723.78,0
612,Germany,Male,44,97677.52,1
809,Germany,Male,50,100720.02,1
590,France,Male,39,104730.52,0
602,France,Male,35,22499.29,0
540,Spain,Male,37,28257.89,0
494,France,Male,25,109988.09,0
797,France,Male,29,149991.32,0
526,Germany,Male,61,45180.8,0
631,Spain,Male,38,181605.85,0
576,France,Female,29,126469.09,0
405,France,Male,39,160810.85,1
555,France,Male,30,88146.86,0
750,Spain,Female,37,88333.74,0
665,France,Male,28,90174.83,0
640,Spain,Male,37,81298.09,0
457,France,Female,33,60013.17,0
695,France,Male,36,100940.91,0
645,France,Male,31,12599.94,1
647,Spain,Male,32,128590.73,0
808,Spain,Male,25,23180.37,0
641,France,Male,33,55796.83,1
700,Spain,Male,29,152097.02,0
660,Germany,Male,26,162443.05,0
615,Spain,Male,41,55551.26,0
705,Germany,Female,40,109496.69,0
718,France,Male,48,72105.63,0
754,France,Male,61,41815.22,1
713,Germany,Male,45,74005.04,1
587,France,Female,46,70224.34,0
569,Spain,Male,31,145528.22,0
568,France,Female,38,124486.28,0
634,Germany,Male,74,10078.02,0
770,Germany,Female,46,164967.21,0
676,Spain,Female,64,91149.48,0
723,Germany,Female,47,103379.31,1
614,Germany,Female,39,128049.34,1
601,Spain,Female,41,54342.83,0
592,France,Male,60,13614.01,1
605,Spain,Female,36,35521.63,0
752,Spain,Female,31,40496.72,0
677,France,Female,29,91903.9,1
850,France,Male,31,178667.7,0
608,Germany,Female,48,32202.61,0
786,Spain,Female,34,117034.32,0
777,France,Female,29,163746.09,1
667,Spain,Male,31,20346.69,0
848,Spain,Male,35,84710.65,0
486,France,Female,39,120531.31,0
598,Spain,Female,64,152273.57,0
506,France,Female,40,144345.58,0
612,Germany,Male,46,96961,1
545,France,Male,30,170307.43,0
793,France,Male,56,29880.99,0
682,France,Female,30,195104.91,0
517,France,Male,62,187756.24,1
684,France,Male,32,67599.69,0
692,Spain,Male,46,105983.09,0
740,France,Female,60,25980.42,1
666,Germany,Male,71,112222.64,0
693,France,Male,68,59864.96,0
757,Germany,Male,33,42581.09,0
684,Germany,Male,18,4777.23,0
691,Spain,Male,35,178038.17,0
842,France,Male,44,128521.16,1
482,France,Female,35,109029.72,0
735,France,Male,55,2267.88,0
681,France,Female,63,55054.48,0
616,France,Female,31,76456.17,0
850,France,Female,35,75478.95,1
635,France,Male,43,179144.54,0
638,Germany,Male,42,193471.74,1
820,Spain,Female,31,103570.8,0
694,Germany,Female,58,102628.56,1
713,France,Male,41,55772.04,0
543,Germany,Male,41,192070.16,1
649,France,Female,41,144808.37,0
777,France,Female,30,5008.23,1
561,France,Male,33,173680.39,0
724,Spain,Male,41,115753.94,0
665,Spain,Female,51,38928.48,1
441,France,Male,60,174381.23,0
579,Spain,Male,22,49829.8,0
777,Germany,Male,35,76169.68,0
739,France,Female,36,133465.57,0
660,France,Male,40,38761.61,0
554,France,Female,35,176779.46,0
850,France,Female,24,13159.9,0
842,Germany,Female,35,48217.97,1
785,France,Female,38,134964.85,1
550,France,Male,25,184221.11,0
750,Spain,Female,39,19264.33,0
490,Spain,Female,38,92797.23,0
605,Germany,Male,28,33114.24,0
563,Spain,Female,42,154347.95,1
675,France,Male,34,184842.21,0
621,Spain,Female,36,155743.48,0
850,France,Male,40,88815.25,0
711,France,Male,41,193747.57,0
549,Germany,Female,55,116548.02,1
764,Germany,Male,34,166324.79,1
627,Germany,Male,30,40199.01,0
850,France,Female,34,51919.04,0
614,Spain,Female,36,73329.08,0
685,Germany,Female,44,145387.05,1
683,Germany,Female,49,140763.18,0
643,Spain,Male,35,67979.35,0
561,Germany,Female,49,133051.64,1
601,Spain,Female,20,86791.9,0
766,France,Female,27,47579.25,0
699,France,Male,29,151623.71,0
850,Germany,Male,29,164039.51,0
792,Germany,Female,50,16528.4,1
636,Germany,Male,67,66753.1,1
850,Germany,Male,43,19244.58,0
628,Spain,Male,40,103832.58,0
736,France,Female,63,502.7,0
711,France,Female,21,1408.68,0
583,Spain,Female,22,5985.36,0
757,France,Male,46,37460.05,0
749,Germany,Female,33,30396.43,0
705,France,Male,34,2498.67,0
585,France,Male,54,55346.14,0
437,France,Female,43,148330.97,1
741,France,Female,64,59237.72,0
738,France,Male,26,48644.94,0
586,Spain,Female,33,140759.03,0
627,France,Female,57,107712.42,0
551,Spain,Male,76,181718.73,0
606,Germany,Male,38,37054.65,0
674,France,Male,22,173940.59,0
584,Germany,Female,31,99298.8,0
590,France,Male,40,62933.03,0
585,France,Male,56,55287.84,0
508,France,Female,25,48197.06,0
458,Germany,Male,44,178642.73,0
692,France,Female,36,8282.22,0
502,Germany,Male,33,33300.56,0
518,France,Male,46,76515.79,0
660,Germany,Male,46,33680.56,0
698,Germany,Female,52,168886.39,1
678,France,Male,54,191746.23,1
773,Spain,Male,63,93091.02,0
619,Germany,Female,52,23904.52,0
684,Germany,Male,59,15807.07,0
635,France,Male,34,83773.02,0
680,France,Female,25,90162.35,0
608,Germany,Male,34,36639.25,0
603,Germany,Female,55,139469.11,1
579,Spain,Male,43,198402.37,1
756,Germany,Female,34,194584.48,0
611,France,Male,30,159629.64,0
532,Germany,Male,24,34231.48,0
684,Germany,Female,63,69643.31,1
647,Germany,Female,33,90270.16,0
583,France,Male,38,47848.56,0
774,Germany,Male,42,162865.52,0
677,France,Male,58,168650.4,0
542,Germany,Male,25,54372.37,0
613,Spain,Male,29,133897.32,0
666,France,Male,40,147878.05,0
777,France,Female,28,118313.38,0
581,Germany,Male,50,181224.24,1
705,France,Male,32,7921.57,0
673,France,Female,44,5708.19,0
594,Germany,Female,23,56756.52,1
648,Germany,Female,51,4121.04,1
605,France,Male,41,97213.09,0
734,France,Female,40,12799.23,0
572,France,Female,36,50400.32,0
595,France,Female,33,41447.86,0
749,France,Male,42,185543.35,0
573,Spain,Male,46,189988.65,1
624,Spain,Male,33,170819.01,0
703,France,Male,56,85547.33,1
665,France,Female,41,137037.97,0
648,France,Male,42,19283.14,0
850,Spain,Male,48,169425.3,1
569,Germany,Female,32,132038.65,0
566,France,Female,21,3626.47,0
537,Germany,Female,47,50881.51,0
706,Germany,Female,46,149170.25,1
734,France,Male,43,182505.68,0
586,Germany,Female,36,194072.56,1
612,France,Female,38,9209.21,0
648,France,Male,34,167931.81,0
557,France,Female,27,123096.56,0
643,Spain,Female,20,3965.69,0
433,France,Female,49,87711.61,0
643,Germany,Male,41,49667.28,0
488,France,Female,36,136675.22,0
758,Germany,Male,68,35865.44,1
743,Germany,Male,39,26136.13,0
730,France,Female,47,33373.26,1
746,Spain,Male,49,10096.25,0
666,Germany,Female,59,188782.3,0
580,Germany,Female,33,79775.19,0
850,France,Male,27,152740.16,0
563,France,Male,22,5791.85,0
766,Germany,Female,28,13182.43,0
659,France,Male,32,187551.24,0
607,Spain,Male,28,110560.14,0
644,Germany,Male,35,63795.62,0
746,France,Male,47,62086.62,0
588,Spain,Male,33,12483.56,0
691,Spain,Male,30,10963.04,0
666,France,Female,38,8247,0
640,Spain,Female,46,156260.08,0
611,Germany,Female,29,26927.69,0
651,Spain,Female,45,84782.42,1
529,France,Female,29,19842.11,0
676,France,Female,36,95393.43,0
639,Germany,Female,46,133995.59,0
782,France,Male,36,108003.38,0
641,Germany,Male,32,99154.86,0
697,France,Female,38,49503.5,0
623,France,Male,45,196533.72,1
494,Spain,Female,41,188426.13,1
731,France,Female,38,171340.68,1
657,France,Male,44,79071.89,0
744,France,Female,38,20940.76,0
774,Spain,Male,46,34774.26,0
850,Germany,Female,45,6865.41,1
551,France,Female,45,51143.43,0
638,France,Male,36,47031.4,1
792,France,Female,42,47160.01,0
666,France,Female,36,158666.99,0
716,Germany,Female,30,65464.66,0
594,France,Female,31,78255.86,0
600,Germany,Male,57,103548.25,0
565,France,Male,49,89609.26,0
678,Germany,Male,48,193476.04,0
648,Spain,Female,31,5199.02,0
642,France,Male,40,52827.51,0
706,Germany,Male,67,86507.88,1
668,Spain,Male,43,100423.88,0
635,Spain,Male,41,175611.5,0
603,Spain,Male,30,19282.85,0
635,France,Female,72,27448.33,0
642,France,Female,40,183963.34,0
785,Spain,Female,54,45113.92,1
628,Germany,Female,28,110776.01,0
499,France,Female,38,183042.2,0
567,Spain,Male,34,161571.79,0
449,Spain,Male,32,166692.03,0
701,Spain,Male,35,71173.64,0
613,Spain,Male,37,5353.12,0
683,Germany,Female,39,86019.48,0
581,France,Male,35,86383.82,0
620,France,Male,61,31641.52,1
561,Spain,Male,28,70548.96,0
558,Germany,Male,26,24411.02,0
642,France,Male,35,122254.86,0
805,Germany,Male,24,186035.72,0
687,France,Male,35,73133.82,0
695,Spain,Male,56,187734.49,1
562,France,Male,33,111590.35,0
613,Germany,Male,38,15859.95,0
589,France,Male,37,61324.87,0
593,Spain,Male,31,176868.89,0
714,France,Male,34,98896.06,0
588,Spain,Female,35,108739.15,0
679,Spain,Male,39,12266.06,0
730,Spain,Male,38,163317.5,0
833,France,Male,47,182247.77,0
586,Spain,Female,33,168261.4,0
567,Spain,Female,54,158590.66,1
637,Germany,Male,30,102566.46,1
711,France,Male,38,141827.83,0
828,France,Male,30,161671.15,0
500,Spain,Male,38,192013.23,0
807,France,Male,47,127875.1,0
850,France,Male,40,60811.56,0
782,France,Female,70,131177.22,0
629,Spain,Male,31,130862.11,0
582,Spain,Male,33,72970.93,0
468,France,Male,22,28123.99,0
670,France,Male,36,140754.19,1
805,France,Male,39,166650.32,0
720,France,Male,26,45507.24,0
781,Spain,Female,29,112202.64,0
592,Germany,Male,33,37140.2,0
542,France,Female,42,178256.58,1
532,France,Male,42,100982.93,1
520,France,Female,39,109626.13,1
759,France,Female,45,99251.24,0
473,France,Female,35,143345.69,0
639,Spain,Female,35,59653.03,0
705,France,Male,25,196864.61,0
530,France,Male,52,109960.4,1
516,Germany,Female,33,127256.7,0
850,France,Female,40,1099.95,0
746,Germany,Female,33,146192.4,0
622,Germany,Male,33,48553.77,0
743,France,Male,30,144407.1,0
732,Germany,Male,38,195760.53,0
850,France,Male,81,44827.47,0
850,Germany,Female,34,88743.99,0
686,France,Male,34,88837.11,0
556,France,Female,40,62112.7,0
673,France,Male,37,163563.07,0
809,France,Female,38,174800.31,0
634,Germany,Female,56,42429.88,1
630,France,Male,37,82647.65,0
564,Germany,Female,30,134175.15,0
625,France,Female,51,92243.94,1
677,Spain,Female,34,6175.53,0
583,France,Male,40,29213.63,0
592,Spain,Male,45,67214.02,0
637,Germany,Male,49,169037.84,1
850,France,Male,30,188809.23,0
633,Spain,Male,42,79408.17,0
751,Germany,Male,36,89222.66,0
592,Germany,Male,31,86079.67,0
716,Germany,Male,50,12944.17,1
641,Germany,Male,42,166516.84,0
849,France,Male,35,126419.8,0
647,Spain,Male,47,89103.05,0
608,Germany,Female,30,132973.17,0
555,France,Female,26,93122.41,0
497,Spain,Male,27,167522.19,0
599,Germany,Male,38,157239.6,0
545,Germany,Male,33,107429.71,0
774,France,Female,36,75304.09,0
464,France,Male,46,182944.47,0
696,Germany,Female,27,5983.7,0
667,Spain,Male,45,163655.01,0
812,France,Male,32,89385.92,0
516,France,Male,51,168773.54,0
645,France,Male,39,96864.36,0
664,Spain,Male,32,134455.84,0
427,Spain,Female,39,28368.37,0
685,France,Female,40,103898.59,0
585,France,Female,33,63239.65,0
519,Germany,Female,21,170138.68,1
708,France,Female,67,3837.08,0
717,France,Female,22,92977.75,0
465,Germany,Male,24,191368.37,0
829,Germany,Male,28,104889.2,1
826,France,Male,26,60285.3,0
747,Germany,Male,36,180693.61,0
707,Spain,Male,32,126475.79,0
590,Spain,Male,37,133535.99,0
603,Spain,Male,57,87412.24,1
615,France,Male,45,164886.64,0
634,France,Female,36,116238.39,0
716,Germany,Male,41,138051.19,0
647,France,Male,41,101617.64,1
591,Germany,Female,44,1985.41,0
574,France,Male,34,165626.6,0
467,Germany,Male,51,177784.68,1
701,France,Female,35,65765.22,0
747,France,Female,34,50759.8,0
650,France,Male,32,163216.48,0
731,Spain,Female,39,74850.93,0
638,Germany,Female,26,23491.09,0
569,Spain,Male,41,134272.57,0
459,Germany,Male,50,155721.15,0
632,Germany,Male,23,147230.77,1
683,France,Female,73,133210.44,0
850,France,Female,46,18986.12,0
512,France,Female,41,100507.81,0
616,France,Female,31,59346.4,1
664,France,Male,36,95372.64,0
694,France,Male,30,31805.49,0
655,France,Male,24,51959.82,0
607,France,Female,33,130824.57,0
684,Spain,Male,39,157694.76,1
763,Spain,Male,37,933.38,0
671,Spain,Male,50,2560.11,0
592,Spain,Male,38,12905.89,1
666,Spain,Female,36,176692.87,0
667,France,Male,34,102908.63,0
850,Spain,Male,36,41291.05,0
622,Spain,Male,42,119127.06,0
577,France,Female,30,126434.61,0
555,Spain,Male,21,103901.35,0
547,France,Male,62,85153,0
613,Germany,Female,50,12493.61,0
672,France,Female,43,167336.78,0
624,Spain,Female,36,186180.42,0
698,Spain,Female,50,88566.9,1
606,France,Male,37,172526.9,1
720,Spain,Male,31,137985.69,0
835,France,Male,23,19793.73,1
771,Spain,Female,47,107874.39,0
811,France,Female,47,171995.34,0
734,Germany,Male,33,61829.89,0
548,Spain,Male,33,31728.35,0
652,France,Female,31,155221.05,1
707,France,Male,33,130866.95,0
605,Germany,Female,56,62199.78,1
623,France,Female,34,24255.21,0
686,Germany,Male,29,64679.07,0
525,Germany,Female,47,88120.78,1
657,Spain,Male,41,66463.62,0
730,Germany,Female,33,15142.1,1
816,Germany,Female,34,102908.91,0
484,France,Female,50,48170.57,0
728,France,Female,34,11597.69,0
730,Spain,Female,39,172450.04,1
477,Spain,Male,31,184061.17,0
663,Germany,Female,46,21038.58,1
549,Germany,Male,34,109538.35,0
714,Spain,Male,29,129192.55,0
430,Germany,Male,49,146516.86,1
504,Germany,Male,43,181430.91,0
530,France,Female,29,121451.21,0
619,Germany,Male,29,131712.51,0
617,Germany,Male,44,53294.17,0
791,Germany,Male,31,96546.55,0
609,France,Male,48,184524.65,1
780,Germany,Male,51,195259.31,1
777,Germany,Female,34,172618.52,0
817,Germany,Female,27,59259.44,0
850,France,Male,58,25899.21,1
732,France,Female,36,3749,1
693,France,Male,40,101918.96,0
576,France,Female,50,57802.62,0
643,France,Male,37,142454.77,0
757,France,Male,47,143829.54,0
569,Germany,Male,30,44114.88,0
772,Spain,Male,36,186948.35,0
576,Germany,Male,29,173629.78,0
608,Germany,Male,28,49133.45,0
794,France,Male,33,178122.71,0
593,France,Male,50,20893.61,0
597,Spain,Male,38,41303.29,0
541,Germany,Female,39,199808.1,1
692,Germany,Male,24,180490.53,0
697,France,Female,48,87400.53,0
768,France,Male,29,73686.75,0
802,France,Male,38,172497.73,0
584,France,Male,47,89286.29,0
614,Spain,Male,66,180082.7,0
850,Germany,Female,36,22102.25,1
671,France,Female,38,76068.95,0
626,France,Female,52,32159.46,1
770,France,Female,68,159557.28,1
633,France,Male,38,107673.35,0
663,France,Male,40,33607.72,0
581,Germany,Female,43,141035.65,1
561,Germany,Female,45,115719.08,0
479,Germany,Male,51,86128.21,1
769,France,Female,31,147668.64,0
659,Spain,Male,60,177480.45,1
590,Spain,Female,51,190937.09,0
560,France,Male,50,84531.79,0
437,Germany,Male,35,161133.4,0
661,France,Female,34,185555.63,0
677,Germany,Female,36,33075.24,0
560,France,Female,31,39806.75,0
578,France,Female,35,26389.92,0
421,Spain,Male,34,12162.76,0
492,Germany,Female,49,167237.94,0
545,France,Female,32,52067.37,0
640,Germany,Female,43,184006.36,1
624,Spain,Female,34,582.59,1
577,Spain,Male,28,143274.41,0
704,France,Male,31,54474.48,1
523,France,Male,45,121428.2,0
793,France,Male,35,79704.12,0
564,France,Female,53,41055.71,1
711,France,Male,33,41590.4,0
791,Germany,Female,33,54019.93,1
629,Germany,Female,38,76053.07,0
729,Germany,Male,39,184977.2,1
651,Germany,Male,35,127678.95,1
695,Spain,Male,39,1243.97,0
847,Spain,Male,31,76326.67,0
704,France,Male,47,145338.61,0
613,Germany,Male,33,57751.21,0
692,Spain,Female,29,138880.24,0
720,France,Female,34,136120.29,0
577,France,Male,41,167621.18,0
710,Germany,Female,24,173276.62,0
716,France,Female,38,99661.46,0
410,France,Male,33,66333.56,1
584,Germany,Female,36,70240.79,0
792,France,Male,30,113553.42,0
605,France,Female,36,690.84,0
486,Spain,Male,24,98802.76,0
615,France,Male,41,130661.95,0
676,France,Male,23,116378.82,0
571,France,Male,34,186052.15,0
850,France,Female,37,100101.06,0
717,France,Male,48,169952.82,0
642,Germany,Female,39,61792.76,1
780,Spain,Male,47,37973.13,0
492,Germany,Female,38,188974.81,0
760,Germany,Male,29,86334.64,0
500,Spain,Male,40,152845.99,0
654,Spain,Female,36,146652.11,0
606,Spain,Female,25,45482.04,1
367,Spain,Male,42,168816.73,1
799,Spain,Male,38,59297.34,0
434,Germany,Male,71,125848.88,0
719,Spain,Female,32,76264.27,0
641,France,Female,37,3939.87,0
461,Spain,Female,25,15306.29,0
790,Germany,Female,25,58214.79,0
588,France,Male,31,35877.03,0
621,France,Male,27,21254.06,0
768,Germany,Male,48,24533.89,1
681,Spain,Male,38,23531.5,0
606,Spain,Male,37,89099.18,0
542,Spain,Male,37,807.06,0
713,Germany,Female,24,121592.5,0
597,Spain,Female,33,4700.66,0
635,France,Male,27,161909.95,0
599,Germany,Male,61,90389.61,1
496,Spain,Female,44,2919.21,1
759,Spain,Male,31,99086.74,0
757,Germany,Male,31,163170.32,0
564,Spain,Male,31,72757.33,0
561,France,Female,22,73286.8,0
702,France,Male,40,146056.29,0
678,Germany,Female,40,167673.37,0
707,France,Female,46,146011.55,0
610,France,Female,27,103381.47,0
744,France,Male,42,83022.92,0
598,France,Male,28,46041.08,0
562,Spain,Male,36,182843.24,0
621,Spain,Female,59,171364.18,0
659,France,Female,50,183399.12,1
722,Germany,Female,40,152883.95,0
606,France,Female,39,50560.45,1
603,Spain,Female,39,54702.66,0
506,Germany,Female,59,78365.75,0
715,France,Male,21,68666.63,0
690,France,Male,47,151375.73,0
644,France,Female,40,19959.67,0
589,France,Male,36,26955.72,0
592,France,Female,66,76267.59,0
632,France,Male,42,100998.5,0
577,Germany,Female,59,191070.01,0
588,France,Male,30,176858.5,0
617,France,Male,54,45325.26,0
668,Spain,Female,36,190958.48,1
810,France,Male,32,78896.59,0
767,Spain,Male,47,121964.46,1
718,Spain,Female,49,11144.4,0
589,Spain,Female,27,144181.48,0
778,Spain,Male,33,32757.55,0
724,France,Female,34,80320.3,0
477,Germany,Female,39,185830.72,0
580,France,Male,34,160095.31,0
566,Spain,Male,63,52198.84,0
711,France,Female,29,31811.44,0
706,Germany,Male,32,104181.78,0
703,Spain,Male,31,67667.19,0
679,Germany,Male,39,193974.47,0
603,France,Male,32,198055.94,1
598,Spain,Male,34,43249.67,0
836,Germany,Female,32,55218.02,0
687,France,Female,61,131305.37,1
704,Germany,Male,41,43117.1,0
605,Germany,Male,75,186655.11,0
516,France,Female,40,33266.29,0
572,France,Female,39,555.28,0
557,France,Male,42,150944.31,1
443,Germany,Male,59,72846.58,1
604,Germany,Male,25,35279.74,0
483,France,Male,27,2101.89,0
702,France,Male,50,94949.84,0
670,Spain,Female,57,99061.75,1
804,Spain,Female,38,74692.06,0
850,France,Female,30,116692.8,0
554,France,Female,39,32824.15,0
588,Germany,Female,37,139607.61,0
758,Germany,Male,32,115525.13,0
787,Germany,Male,43,20955.03,1
582,Spain,Male,25,52341.15,0
633,Spain,Female,33,159813.18,0
766,Germany,Male,47,169935.46,1
564,Spain,Male,37,146033.52,0
602,Spain,Male,37,153122.73,0
649,France,Male,39,60335.24,0
679,Spain,Female,40,163757.29,0
639,Spain,Male,34,156648.81,0
790,Germany,Male,50,176471.78,1
565,France,Male,32,5388.3,0
478,France,Female,50,93332.64,1
825,France,Male,29,71192.82,0
528,Spain,Female,32,170309.19,0
577,Spain,Male,35,109794.31,0
663,France,Male,24,166310.82,0
505,Germany,Female,25,126728.27,0
633,Germany,Male,29,30338.94,0
586,France,Female,38,37935.83,0
850,France,Female,35,25329.48,0
629,Germany,Female,37,49676.33,0
744,France,Male,56,169498.61,0
750,France,Male,36,26500.29,1
637,Germany,Male,28,166458.41,0
575,France,Female,40,181294.39,0
671,Spain,Male,58,21768.21,0
571,France,Male,40,72849.29,0
590,France,Male,41,24499.97,0
619,Spain,Male,38,98994.92,0
640,Germany,Female,30,141446.01,0
670,France,Male,38,77864.41,0
737,France,Female,33,115115.32,0
555,Spain,Male,32,168605.96,0
742,France,Male,33,38550.4,0
618,Germany,Female,40,160618.61,1
560,France,Female,35,3701.63,0
654,France,Male,38,88659.44,0
787,Germany,Female,42,44273.91,0
611,France,Female,53,156495.39,1
559,Spain,Male,34,182988.94,0
481,France,Male,37,175082.2,0
753,Germany,Male,32,148811.14,0
675,France,Male,32,85901.09,0
748,Germany,Female,31,199255.32,0
610,Spain,Female,46,107973.44,0
580,Spain,Male,32,128028.6,0
624,Germany,Female,40,104610.86,0
709,France,Female,36,69676.55,0
605,France,Female,34,35982.42,0
706,Spain,Male,53,117939.17,0
567,Spain,Male,40,95140.62,0
747,France,Female,21,167682.57,0
664,France,Male,57,56562.57,0
711,France,Female,39,90305.97,0
609,France,Male,25,109895.16,0
632,Spain,Male,28,1843.24,0
725,France,Female,36,102747.02,0
850,France,Female,34,97465.89,0
682,France,Male,40,105352.55,0
797,France,Male,37,85801.77,0
668,Spain,Male,38,69370.05,0
783,Germany,Female,41,176945.96,0
766,Germany,Female,28,21597.2,0
704,Spain,Female,36,152039.67,0
722,France,Male,40,111893.09,0
692,France,Female,34,195074.62,0
584,France,Female,35,15959.01,0
644,Germany,Female,51,72628.84,1
598,Germany,Female,50,64157.24,1
733,Germany,Male,48,23860.5,0
615,Germany,Male,58,85687.09,1
850,France,Female,39,179451.42,0
521,France,Male,43,93180.09,0
675,France,Male,69,157097.09,0
746,France,Male,58,80344.96,1
770,France,Female,33,26080.54,1
618,France,Male,30,31406.93,0
556,France,Male,36,32044.64,0
749,France,Female,27,132734.87,0
702,Spain,Male,43,61602.42,0
555,Germany,Male,42,41304.44,1
587,France,Male,47,57962.41,0
639,France,Male,38,42862.82,0
643,France,Male,33,152992.04,0
600,France,Female,41,91193.65,0
651,France,Male,53,130132.41,0
666,France,Female,27,88751.45,0
520,France,Female,39,104118.93,0
650,Spain,Female,50,42028.16,0
564,Germany,Male,33,75632.78,0
586,France,Male,64,53710.23,0
617,France,Female,35,13066.3,0
712,Spain,Female,30,152417.97,0
654,France,Male,55,3299.01,0
605,France,Male,27,198091.81,0
491,France,Female,36,103934.12,0
707,France,Female,35,70403.65,0
638,Spain,Male,34,102179.86,0
683,France,Male,43,30375.18,0
815,Spain,Female,38,184796.84,0
645,Spain,Male,38,166264.89,0
645,Germany,Male,49,88391.97,0
683,France,Male,30,115186.97,0
705,France,Female,37,13935.53,1
647,France,Male,35,83910.4,0
786,Germany,Female,33,34712.34,1
534,France,Male,41,13871.34,0
602,Spain,Female,42,139494.75,0
695,France,Female,42,140724.64,0
553,Germany,Female,25,20682.46,0
516,Spain,Female,31,124202.26,0
655,France,Female,34,159638.77,0
849,Germany,Female,49,171056.65,1
520,Germany,Male,43,25333.03,1
568,Spain,Female,46,29372.62,0
695,Spain,Male,32,38533.79,0
807,Spain,Female,28,156122.13,1
642,Germany,Female,36,57904.22,1
703,Germany,Male,39,31257.1,1
556,France,Male,38,193214.05,0
585,France,Female,30,137757.69,0
587,Germany,Female,49,13308.2,1
524,Spain,Female,32,132861.9,1
556,Germany,Female,31,125083.29,0
504,Spain,Male,44,12405.2,0
731,Spain,Female,26,37697.29,0
651,France,Male,34,105599.65,0
675,Spain,Female,40,142783.98,1
657,Spain,Female,22,168412.07,1
686,Germany,Male,33,184036.47,0
690,France,Female,35,48478.47,0
567,France,Male,36,3896.08,0
557,Germany,Male,57,132370.75,1
446,Spain,Female,45,128260.86,1
850,France,Male,31,106534.15,0
637,France,Male,41,102515.42,0
499,France,Male,60,83643.87,0
622,Germany,Female,34,138906.85,1
684,Germany,Male,37,29995.83,1
612,France,Male,32,164081.42,0
813,Germany,Female,29,187976.88,1
850,Germany,Male,44,158171.36,0
795,Spain,Male,29,155711.64,0
628,Spain,Female,55,85890.75,1
565,Germany,Female,38,83844.79,0
601,France,Male,39,41777.9,1
802,Spain,Male,40,81908.09,0
614,Germany,Female,37,139377.24,1
434,Spain,Male,55,73562.05,1
522,Germany,Male,32,165786.1,0
550,Germany,Male,36,174921.91,0
599,Spain,Male,25,120790.02,0
493,France,Female,36,56092.51,0
755,France,Male,34,158816.03,0
605,France,Female,62,125660.99,0
708,France,Male,41,128400.62,0
699,France,Male,44,107181.22,0
763,France,Female,53,77203.72,1
743,Spain,Male,25,129740.11,0
660,France,Female,48,187604.97,1
619,Germany,Male,38,184754.26,0
739,Germany,Male,32,63981.37,1
769,Germany,Male,60,192831.67,1
692,France,Male,69,70849.47,0
560,France,Female,30,27914.95,0
607,France,Female,48,173568.3,1
630,Germany,Male,29,9324.31,1
767,Germany,Female,45,26628.88,1
543,France,Female,34,145601.8,0
